3.260000000000000142e+01,3.183500000000000085e+01,3.227000000000000313e+01,3.347999999999999687e+01,3.272500000000000142e+01,3.289999999999999858e+01,3.313499999999999801e+01,3.385499999999999687e+01,3.293500000000000227e+01,3.183999999999999986e+01,3.311500000000000199e+01,3.297999999999999687e+01,3.380499999999999972e+01,3.282999999999999829e+01,3.272999999999999687e+01,3.277499999999999858e+01,3.231000000000000227e+01,3.278000000000000114e+01,3.345000000000000284e+01,3.321999999999999886e+01,3.347500000000000142e+01,3.259000000000000341e+01,3.293500000000000227e+01,3.208500000000000085e+01,3.356499999999999773e+01,3.291499999999999915e+01,3.192500000000000071e+01,3.377000000000000313e+01,3.368999999999999773e+01
3.101999999999999957e+01,3.349499999999999744e+01,2.987500000000000000e+01,3.384499999999999886e+01,3.346000000000000085e+01,3.492499999999999716e+01,3.032499999999999929e+01,3.080999999999999872e+01,3.293500000000000227e+01,3.201500000000000057e+01,2.951000000000000156e+01,3.146499999999999986e+01,3.242000000000000171e+01,3.319500000000000028e+01,3.107999999999999829e+01,3.169000000000000128e+01,2.987999999999999901e+01,3.411999999999999744e+01,3.327000000000000313e+01,3.460499999999999687e+01,3.457999999999999829e+01,3.588499999999999801e+01,3.225000000000000000e+01,3.245499999999999829e+01,2.910500000000000043e+01,2.794000000000000128e+01,3.256499999999999773e+01,3.206499999999999773e+01,3.373499999999999943e+01
2.462999999999999901e+01,2.973999999999999844e+01,2.626500000000000057e+01,2.830000000000000071e+01,2.851000000000000156e+01,2.901999999999999957e+01,2.462999999999999901e+01,2.624500000000000099e+01,2.379500000000000171e+01,2.710500000000000043e+01,2.680999999999999872e+01,2.746999999999999886e+01,2.757999999999999829e+01,2.625499999999999901e+01,2.507499999999999929e+01,2.674500000000000099e+01,2.269500000000000028e+01,2.747500000000000142e+01,2.766000000000000014e+01,2.907000000000000028e+01,2.419999999999999929e+01,2.666000000000000014e+01,2.584499999999999886e+01,2.260999999999999943e+01,2.532000000000000028e+01,2.376999999999999957e+01,2.653999999999999915e+01,2.458999999999999986e+01,2.742500000000000071e+01
2.505000000000000071e+01,2.742000000000000171e+01,2.328500000000000014e+01,2.519000000000000128e+01,2.465500000000000114e+01,2.773499999999999943e+01,2.239499999999999957e+01,2.514999999999999858e+01,2.303999999999999915e+01,2.314999999999999858e+01,2.334499999999999886e+01,2.663500000000000156e+01,2.755999999999999872e+01,2.589499999999999957e+01,2.490500000000000114e+01,2.373999999999999844e+01,2.278000000000000114e+01,2.442999999999999972e+01,2.550000000000000000e+01,2.914000000000000057e+01,2.506500000000000128e+01,2.466000000000000014e+01,2.386499999999999844e+01,2.466000000000000014e+01,2.598499999999999943e+01,2.288500000000000156e+01,2.323999999999999844e+01,2.268499999999999872e+01,2.732499999999999929e+01
2.469000000000000128e+01,2.801500000000000057e+01,2.541499999999999915e+01,2.469999999999999929e+01,2.460000000000000142e+01,2.547500000000000142e+01,2.482000000000000028e+01,2.655499999999999972e+01,2.492500000000000071e+01,2.470499999999999829e+01,2.610999999999999943e+01,2.657999999999999829e+01,2.844500000000000028e+01,2.741000000000000014e+01,2.666000000000000014e+01,2.367999999999999972e+01,2.241000000000000014e+01,2.548999999999999844e+01,2.428000000000000114e+01,2.966000000000000014e+01,2.417999999999999972e+01,2.364499999999999957e+01,2.564000000000000057e+01,2.510999999999999943e+01,3.075000000000000000e+01,2.298999999999999844e+01,2.450000000000000000e+01,2.383500000000000085e+01,2.744500000000000028e+01
2.842500000000000071e+01,2.773000000000000043e+01,2.470499999999999829e+01,2.753500000000000014e+01,2.451500000000000057e+01,2.732999999999999829e+01,2.521499999999999986e+01,2.864999999999999858e+01,2.760500000000000043e+01,2.592999999999999972e+01,2.643499999999999872e+01,2.624500000000000099e+01,2.723999999999999844e+01,2.755000000000000071e+01,2.690500000000000114e+01,2.310000000000000142e+01,2.232999999999999829e+01,2.459499999999999886e+01,2.577499999999999858e+01,3.225999999999999801e+01,2.317999999999999972e+01,2.397500000000000142e+01,2.508500000000000085e+01,2.683999999999999986e+01,3.175499999999999901e+01,2.303500000000000014e+01,2.673499999999999943e+01,2.507499999999999929e+01,2.857499999999999929e+01
2.814000000000000057e+01,2.891499999999999915e+01,2.657000000000000028e+01,2.796000000000000085e+01,2.423000000000000043e+01,2.834499999999999886e+01,2.646499999999999986e+01,3.078999999999999915e+01,2.742999999999999972e+01,2.867500000000000071e+01,2.760999999999999943e+01,2.858500000000000085e+01,2.636499999999999844e+01,2.779500000000000171e+01,2.910000000000000142e+01,2.373000000000000043e+01,2.345499999999999829e+01,2.589499999999999957e+01,2.676000000000000156e+01,3.010999999999999943e+01,2.362999999999999901e+01,2.439999999999999858e+01,2.685000000000000142e+01,2.859499999999999886e+01,3.304500000000000171e+01,2.312500000000000000e+01,2.632000000000000028e+01,2.598999999999999844e+01,2.939499999999999957e+01
3.176000000000000156e+01,2.732000000000000028e+01,3.133999999999999986e+01,3.059499999999999886e+01,2.438500000000000156e+01,2.719999999999999929e+01,2.709499999999999886e+01,3.136499999999999844e+01,2.846499999999999986e+01,2.921000000000000085e+01,2.924500000000000099e+01,3.001500000000000057e+01,2.798999999999999844e+01,2.905000000000000071e+01,2.839000000000000057e+01,2.319500000000000028e+01,2.358500000000000085e+01,2.737500000000000000e+01,2.730499999999999972e+01,3.334499999999999886e+01,2.494999999999999929e+01,2.493499999999999872e+01,2.860999999999999943e+01,2.937000000000000099e+01,3.295000000000000284e+01,2.362000000000000099e+01,2.798999999999999844e+01,2.705999999999999872e+01,3.088500000000000156e+01
3.037000000000000099e+01,2.785999999999999943e+01,3.503999999999999915e+01,3.007499999999999929e+01,2.626000000000000156e+01,2.872500000000000142e+01,2.710000000000000142e+01,2.941000000000000014e+01,2.961499999999999844e+01,2.948000000000000043e+01,3.134499999999999886e+01,2.808500000000000085e+01,2.694999999999999929e+01,2.840500000000000114e+01,3.096000000000000085e+01,2.451000000000000156e+01,2.578500000000000014e+01,2.889999999999999858e+01,2.767000000000000171e+01,3.130000000000000071e+01,2.718499999999999872e+01,2.751500000000000057e+01,3.064000000000000057e+01,3.033500000000000085e+01,3.302000000000000313e+01,2.365500000000000114e+01,2.823000000000000043e+01,2.621499999999999986e+01,3.227000000000000313e+01
2.930999999999999872e+01,2.941499999999999915e+01,3.388000000000000256e+01,3.347500000000000142e+01,2.711499999999999844e+01,3.137000000000000099e+01,2.872500000000000142e+01,3.080499999999999972e+01,3.194000000000000128e+01,2.986499999999999844e+01,3.224000000000000199e+01,2.680999999999999872e+01,2.962500000000000000e+01,3.060999999999999943e+01,3.515500000000000114e+01,2.623000000000000043e+01,2.714499999999999957e+01,3.080999999999999872e+01,2.726000000000000156e+01,3.126500000000000057e+01,2.837999999999999901e+01,3.003500000000000014e+01,2.958500000000000085e+01,3.069999999999999929e+01,3.205499999999999972e+01,2.426000000000000156e+01,3.042000000000000171e+01,2.535999999999999943e+01,3.001000000000000156e+01
